Column Name,Description in Plain English,Logic / Formula,Source Table(s),DDL & Indexes
"▼ bnp_view_potential_order   (base table, 9 cols)",,,no_recommendation.bnp_view_potential_order,
date,Timestamp or date indicating when date occurred.,"no_recommendation.bnp_view_potential_order.""date""",no_recommendation.bnp_view_potential_order,
time_frame,Timestamp or date indicating when time frame occurred.,"no_recommendation.bnp_view_potential_order.""time_frame""",no_recommendation.bnp_view_potential_order,
pincode,Indian postal code (pincode).,"no_recommendation.bnp_view_potential_order.""pincode""",no_recommendation.bnp_view_potential_order,
seller_count,Data representing the seller count.,"no_recommendation.bnp_view_potential_order.""seller_count""",no_recommendation.bnp_view_potential_order,
qsr_seller,Data representing the qsr seller.,"no_recommendation.bnp_view_potential_order.""qsr_seller""",no_recommendation.bnp_view_potential_order,
potential_orders,Data representing the potential orders.,"no_recommendation.bnp_view_potential_order.""potential_orders""",no_recommendation.bnp_view_potential_order,
select_calls,Data representing the select calls.,"no_recommendation.bnp_view_potential_order.""select_calls""",no_recommendation.bnp_view_potential_order,
error,Data representing the error.,"no_recommendation.bnp_view_potential_order.""error""",no_recommendation.bnp_view_potential_order,
logistics_cancel,Data representing the logistics cancel.,"no_recommendation.bnp_view_potential_order.""logistics_cancel""",no_recommendation.bnp_view_potential_order,
"▼ bnp_view_potential_order_old   (base table, 9 cols)",,,no_recommendation.bnp_view_potential_order_old,
date,Timestamp or date indicating when date occurred.,"no_recommendation.bnp_view_potential_order_old.""date""",no_recommendation.bnp_view_potential_order_old,
time_frame,Timestamp or date indicating when time frame occurred.,"no_recommendation.bnp_view_potential_order_old.""time_frame""",no_recommendation.bnp_view_potential_order_old,
pincode,Indian postal code (pincode).,"no_recommendation.bnp_view_potential_order_old.""pincode""",no_recommendation.bnp_view_potential_order_old,
seller_count,Data representing the seller count.,"no_recommendation.bnp_view_potential_order_old.""seller_count""",no_recommendation.bnp_view_potential_order_old,
qsr_seller,Data representing the qsr seller.,"no_recommendation.bnp_view_potential_order_old.""qsr_seller""",no_recommendation.bnp_view_potential_order_old,
potential_orders,Data representing the potential orders.,"no_recommendation.bnp_view_potential_order_old.""potential_orders""",no_recommendation.bnp_view_potential_order_old,
select_calls,Data representing the select calls.,"no_recommendation.bnp_view_potential_order_old.""select_calls""",no_recommendation.bnp_view_potential_order_old,
error,Data representing the error.,"no_recommendation.bnp_view_potential_order_old.""error""",no_recommendation.bnp_view_potential_order_old,
logistics_cancel,Data representing the logistics cancel.,"no_recommendation.bnp_view_potential_order_old.""logistics_cancel""",no_recommendation.bnp_view_potential_order_old,
"▼ dim_pincode   (base table, 4 cols)",,,no_recommendation.dim_pincode,CREATE INDEX idx_dim_pincode ON no_recommendation.dim_pincode USING btree (pincode)
pincode,Indian postal code (pincode).,"no_recommendation.dim_pincode.""pincode""",no_recommendation.dim_pincode,
state_name,Turn-Around-Time (TAT) measurement.,"no_recommendation.dim_pincode.""state_name""",no_recommendation.dim_pincode,
district_name,Name of the district.,"no_recommendation.dim_pincode.""district_name""",no_recommendation.dim_pincode,
state_code,Turn-Around-Time (TAT) measurement.,"no_recommendation.dim_pincode.""state_code""",no_recommendation.dim_pincode,
"▼ dim_pincode_new   (base table, 3 cols)",,,no_recommendation.dim_pincode_new,
pincode,Indian postal code (pincode).,"no_recommendation.dim_pincode_new.""pincode""",no_recommendation.dim_pincode_new,
state_name,Turn-Around-Time (TAT) measurement.,"no_recommendation.dim_pincode_new.""state_name""",no_recommendation.dim_pincode_new,
district_name,Name of the district.,"no_recommendation.dim_pincode_new.""district_name""",no_recommendation.dim_pincode_new,
"▼ dim_seller_np   (base table, 2 cols)",,,no_recommendation.dim_seller_np,
name,Name of the name.,"no_recommendation.dim_seller_np.""name""",no_recommendation.dim_seller_np,
seller_np,Data representing the seller np.,"no_recommendation.dim_seller_np.""seller_np""",no_recommendation.dim_seller_np,
"▼ logistics_gold_test   (view, 48 cols)",,,no_recommendation.logistics_gold_test,"WITH base_master AS (
         SELECT ml.bap_id,
            ml.bpp_id,
            ml.order_id,
            ml.transaction_id,
            ml.fulfillment_status,
            ml.cod_order,
            ml.date,
            ml.order_created_at,
            ml.cancellation_code,
            ml.latest_order_status,
            ml.retail_order_id,
            ml.pick_up_pincode,
            ml.delivery_pincode,
            ml.retail_category,
            ml.shipment_type,
            ml.motorable_distance,
            ml.provider_name,
            ml.pickup_tat,
            ml.rts_tat,
            ml.f_ready_to_ship_at_date,
            ml.f_at_pickup_from_date,
            ml.f_agent_assigned_at_date,
            ml.delivered_date,
            ml.cancelled_date,
            ml.picked_date,
            ml.promised_time_to_deliver,
            ml.fulfillment_type,
            ml.awb_number,
            ml.pick_up_lat,
            ml.pick_up_long,
                CASE
                    WHEN ml.delivered_date IS NULL AND ml.cancelled_date IS NOT NULL THEN 'Cancelled'::character varying
                    WHEN ml.delivered_date IS NOT NULL AND ml.cancelled_date IS NULL THEN 'Completed'::character varying
                    ELSE ml.latest_order_status
                END AS order_status
           FROM logistics.master_log ml
          WHERE ml.drop_row = 0 AND NOT (ml.date >= '2024-05-01'::date AND ml.f_agent_assigned_at_date IS NULL AND (ml.cancelled_date IS NOT NULL AND ml.delivered_date IS NULL OR ml.cancelled_date IS NULL AND ml.delivered_date IS NULL AND ml.latest_order_status::text = 'Cancelled'::text) AND
                CASE
                    WHEN ml.bpp_id::text = 'ondc-lsp.olacabs.com'::text THEN 'P2P'::character varying
                    ELSE ml.shipment_type
                END::text = 'P2P'::text)
        ), enriched AS (
         SELECT base_master.bap_id,
            base_master.bpp_id,
            base_master.order_id,
            base_master.transaction_id,
            base_master.fulfillment_status,
            base_master.cod_order,
            base_master.date,
            base_master.order_created_at,
            base_master.cancellation_code,
            base_master.latest_order_status,
            base_master.retail_order_id,
            base_master.pick_up_pincode,
            base_master.delivery_pincode,
            base_master.retail_category,
            base_master.shipment_type,
            base_master.motorable_distance,
            base_master.provider_name,
            base_master.pickup_tat,
            base_master.rts_tat,
            base_master.f_ready_to_ship_at_date,
            base_master.f_at_pickup_from_date,
            base_master.f_agent_assigned_at_date,
            base_master.delivered_date,
            base_master.cancelled_date,
            base_master.picked_date,
            base_master.promised_time_to_deliver,
            base_master.fulfillment_type,
            base_master.awb_number,
            base_master.pick_up_lat,
            base_master.pick_up_long,
            base_master.order_status,
            COALESCE(base_master.retail_order_id, base_master.order_id) AS network_retail_order_id,
            COALESCE(base_master.f_at_pickup_from_date, base_master.picked_date) AS effective_pickup_date,
                CASE
                    WHEN base_master.order_status::text = 'Completed'::text AND base_master.f_agent_assigned_at_date IS NOT NULL AND COALESCE(base_master.f_at_pickup_from_date, base_master.picked_date) IS NOT NULL THEN 1
                    WHEN base_master.order_status::text = 'Completed'::text AND base_master.f_agent_assigned_at_date IS NOT NULL AND COALESCE(base_master.f_at_pickup_from_date, base_master.picked_date) IS NULL THEN 2
                    WHEN base_master.order_status::text = 'Completed'::text AND base_master.f_agent_assigned_at_date IS NULL AND COALESCE(base_master.f_at_pickup_from_date, base_master.picked_date) IS NOT NULL THEN 3
                    WHEN base_master.order_status::text = 'Completed'::text AND base_master.f_agent_assigned_at_date IS NULL AND COALESCE(base_master.f_at_pickup_from_date, base_master.picked_date) IS NULL THEN 4
                    WHEN (base_master.order_status::text <> ALL (ARRAY['Completed'::character varying, 'Cancelled'::character varying]::text[])) AND base_master.f_agent_assigned_at_date IS NOT NULL AND COALESCE(base_master.f_at_pickup_from_date, base_master.picked_date) IS NOT NULL THEN 5
                    WHEN (base_master.order_status::text <> ALL (ARRAY['Completed'::character varying, 'Cancelled'::character varying]::text[])) AND base_master.f_agent_assigned_at_date IS NOT NULL AND COALESCE(base_master.f_at_pickup_from_date, base_master.picked_date) IS NULL THEN 6
                    WHEN (base_master.order_status::text <> ALL (ARRAY['Completed'::character varying, 'Cancelled'::character varying]::text[])) AND base_master.f_agent_assigned_at_date IS NULL AND COALESCE(base_master.f_at_pickup_from_date, base_master.picked_date) IS NOT NULL THEN 7
                    WHEN (base_master.order_status::text <> ALL (ARRAY['Completed'::character varying, 'Cancelled'::character varying]::text[])) AND base_master.f_agent_assigned_at_date IS NULL AND COALESCE(base_master.f_at_pickup_from_date, base_master.picked_date) IS NULL THEN 8
                    WHEN base_master.order_status::text = 'Cancelled'::text AND base_master.f_agent_assigned_at_date IS NOT NULL AND COALESCE(base_master.f_at_pickup_from_date, base_master.picked_date) IS NOT NULL THEN 9
                    WHEN base_master.order_status::text = 'Cancelled'::text AND base_master.f_agent_assigned_at_date IS NOT NULL AND COALESCE(base_master.f_at_pickup_from_date, base_master.picked_date) IS NULL THEN 10
                    WHEN base_master.order_status::text = 'Cancelled'::text AND base_master.f_agent_assigned_at_date IS NULL AND COALESCE(base_master.f_at_pickup_from_date, base_master.picked_date) IS NOT NULL THEN 11
                    WHEN base_master.order_status::text = 'Cancelled'::text AND base_master.f_agent_assigned_at_date IS NULL AND COALESCE(base_master.f_at_pickup_from_date, base_master.picked_date) IS NULL THEN 12
                    ELSE 999
                END AS rank
           FROM base_master
        ), ranked AS (
         SELECT enriched.bap_id,
            enriched.bpp_id,
            enriched.order_id,
            enriched.transaction_id,
            enriched.fulfillment_status,
            enriched.cod_order,
            enriched.date,
            enriched.order_created_at,
            enriched.cancellation_code,
            enriched.latest_order_status,
            enriched.retail_order_id,
            enriched.pick_up_pincode,
            enriched.delivery_pincode,
            enriched.retail_category,
            enriched.shipment_type,
            enriched.motorable_distance,
            enriched.provider_name,
            enriched.pickup_tat,
            enriched.rts_tat,
            enriched.f_ready_to_ship_at_date,
            enriched.f_at_pickup_from_date,
            enriched.f_agent_assigned_at_date,
            enriched.delivered_date,
            enriched.cancelled_date,
            enriched.picked_date,
            enriched.promised_time_to_deliver,
            enriched.fulfillment_type,
            enriched.awb_number,
            enriched.pick_up_lat,
            enriched.pick_up_long,
            enriched.order_status,
            enriched.network_retail_order_id,
            enriched.effective_pickup_date,
            enriched.rank,
                CASE enriched.rank
                    WHEN 1 THEN 'DAP'::text
                    WHEN 2 THEN 'DANP'::text
                    WHEN 3 THEN 'DNAP'::text
                    WHEN 4 THEN 'DNANP'::text
                    WHEN 5 THEN 'IPAP'::text
                    WHEN 6 THEN 'IPANP'::text
                    WHEN 7 THEN 'IPNAP'::text
                    WHEN 8 THEN 'IPNANP'::text
                    WHEN 9 THEN 'CAP'::text
                    WHEN 10 THEN 'CANP'::text
                    WHEN 11 THEN 'CNAP'::text
                    WHEN 12 THEN 'CNANP'::text
                    ELSE NULL::text
                END AS mark
           FROM enriched
        ), min_dedup AS (
         SELECT sub.bpp_id,
            sub.network_retail_order_id,
            sub.transaction_id,
            sub.order_id
           FROM ( SELECT ranked.bpp_id,
                    ranked.network_retail_order_id,
                    ranked.transaction_id,
                    ranked.order_id,
                    ranked.order_created_at,
                    ranked.rank,
                    min(ranked.rank) OVER (PARTITION BY ranked.network_retail_order_id) AS min_rank_global,
                    row_number() OVER (PARTITION BY ranked.network_retail_order_id ORDER BY ranked.rank, ranked.order_created_at DESC) AS rn
                   FROM ranked) sub
          WHERE sub.rn = 1
        ), master_with_rownum AS (
         SELECT mt.bap_id,
            mt.bpp_id,
            mt.order_id,
            mt.transaction_id,
            mt.fulfillment_status,
            mt.cod_order,
            mt.date,
            mt.order_created_at,
            mt.cancellation_code,
            mt.latest_order_status,
            mt.retail_order_id,
            mt.pick_up_pincode,
            mt.delivery_pincode,
            mt.retail_category,
            mt.shipment_type,
            mt.motorable_distance,
            mt.provider_name,
            mt.pickup_tat,
            mt.rts_tat,
            mt.f_ready_to_ship_at_date,
            mt.f_at_pickup_from_date,
            mt.f_agent_assigned_at_date,
            mt.delivered_date,
            mt.cancelled_date,
            mt.picked_date,
            mt.promised_time_to_deliver,
            mt.fulfillment_type,
            mt.awb_number,
            mt.pick_up_lat,
            mt.pick_up_long,
            mt.order_status,
            mt.network_retail_order_id,
            mt.effective_pickup_date,
            mt.rank,
            mt.mark,
                CASE
                    WHEN md.transaction_id::text = mt.transaction_id::text AND COALESCE(mt.retail_order_id, mt.order_id)::text = md.network_retail_order_id::text AND md.order_id::text = mt.order_id::text THEN 1
                    ELSE 0
                END AS rn_retail,
            row_number() OVER (PARTITION BY mt.order_id, mt.transaction_id, mt.bap_id, mt.bpp_id, mt.order_created_at ORDER BY mt.order_created_at DESC) AS rn_order
           FROM ranked mt
             LEFT JOIN min_dedup md ON md.bpp_id::text = mt.bpp_id::text AND md.transaction_id::text = mt.transaction_id::text AND md.network_retail_order_id::text = mt.network_retail_order_id::text AND md.order_id::text = mt.order_id::text
        ), masked AS (
         SELECT master_with_rownum.bap_id,
            master_with_rownum.bpp_id,
            master_with_rownum.order_id,
            master_with_rownum.transaction_id,
            master_with_rownum.fulfillment_status,
            master_with_rownum.cod_order,
            master_with_rownum.date,
            master_with_rownum.order_created_at,
            master_with_rownum.cancellation_code,
            master_with_rownum.latest_order_status,
            master_with_rownum.retail_order_id,
            master_with_rownum.pick_up_pincode,
            master_with_rownum.delivery_pincode,
            master_with_rownum.retail_category,
            master_with_rownum.shipment_type,
            master_with_rownum.motorable_distance,
            master_with_rownum.provider_name,
            master_with_rownum.pickup_tat,
            master_with_rownum.rts_tat,
            master_with_rownum.f_ready_to_ship_at_date,
            master_with_rownum.f_at_pickup_from_date,
            master_with_rownum.f_agent_assigned_at_date,
            master_with_rownum.delivered_date,
            master_with_rownum.cancelled_date,
            master_with_rownum.picked_date,
            master_with_rownum.promised_time_to_deliver,
            master_with_rownum.fulfillment_type,
            master_with_rownum.awb_number,
            master_with_rownum.pick_up_lat,
            master_with_rownum.pick_up_long,
            master_with_rownum.order_status,
            master_with_rownum.network_retail_order_id,
            master_with_rownum.effective_pickup_date,
            master_with_rownum.rank,
            master_with_rownum.mark,
            master_with_rownum.rn_retail,
            master_with_rownum.rn_order,
            master_with_rownum.date >= (CURRENT_DATE - '6 mons'::interval) AS is_recent
           FROM master_with_rownum
        )
 SELECT mw.bap_id,
    mw.bpp_id,
        CASE
            WHEN mw.is_recent THEN mw.order_id
            ELSE NULL::character varying
        END AS order_id,
        CASE
            WHEN mw.is_recent THEN mw.transaction_id
            ELSE NULL::character varying
        END AS transaction_id,
        CASE
            WHEN mw.is_recent THEN mw.retail_order_id
            ELSE NULL::character varying
        END AS retail_order_id,
        CASE
            WHEN mw.is_recent THEN date_trunc('minute'::text, mw.f_ready_to_ship_at_date)
            ELSE NULL::timestamp without time zone
        END AS f_ready_to_ship_at_date,
    mw.fulfillment_status,
    mw.fulfillment_type,
    mw.cod_order,
    mw.date,
    mw.order_created_at,
    mw.cancellation_code,
    mw.order_status AS latest_order_status,
    mw.pick_up_pincode,
    mw.delivery_pincode,
    mw.retail_category,
    mw.shipment_type,
    mw.motorable_distance,
    mw.provider_name,
    date_trunc('minute'::text, mw.pickup_tat) AS pickup_tat,
    date_trunc('minute'::text, mw.rts_tat) AS rts_tat,
    date_trunc('minute'::text, mw.f_at_pickup_from_date) AS f_at_pickup_from_date,
    date_trunc('minute'::text, mw.f_agent_assigned_at_date) AS f_agent_assigned_at_date,
    date_trunc('minute'::text, mw.delivered_date) AS delivered_date,
    date_trunc('minute'::text, mw.cancelled_date) AS cancelled_date,
    date_trunc('minute'::text, mw.picked_date) AS picked_date,
    date_trunc('minute'::text, mw.promised_time_to_deliver) AS promised_time_to_deliver,
    mw.awb_number AS awbnumber,
    o.""Buyer NP"" AS buyer_np,
    o.""Seller NP"" AS retail_snp,
        CASE
            WHEN o.""Network order id"" IS NULL THEN 0
            ELSE 1
        END AS ""Linked Orders"",
    mw.rn_retail AS dedup,
        CASE
            WHEN mw.rn_order = 1 THEN 1
            ELSE 0
        END AS order_count,
        CASE
            WHEN mw.order_status::text = 'Completed'::text AND mw.delivered_date IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL THEN round(EXTRACT(epoch FROM mw.delivered_date - mw.f_ready_to_ship_at_date) / 60::numeric, 0)
            ELSE NULL::numeric
        END AS avg_del,
    round(EXTRACT(epoch FROM mw.promised_time_to_deliver - mw.order_created_at) / 60::numeric, 0) AS del_tat_duration,
        CASE
            WHEN mw.order_status::text = 'Completed'::text AND mw.delivered_date IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL THEN
            CASE
                WHEN mw.delivered_date <= mw.promised_time_to_deliver THEN 1
                ELSE 0
            END
            ELSE NULL::integer
        END AS del_adherence,
        CASE
            WHEN mw.order_status::text = 'Completed'::text AND mw.delivered_date IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL AND mw.promised_time_to_deliver IS NOT NULL AND mw.delivered_date > mw.promised_time_to_deliver THEN EXTRACT(epoch FROM mw.delivered_date - mw.promised_time_to_deliver)
            ELSE NULL::numeric
        END AS del_breach_diff,
        CASE
            WHEN mw.f_ready_to_ship_at_date IS NOT NULL THEN EXTRACT(epoch FROM mw.f_ready_to_ship_at_date - mw.order_created_at)
            ELSE NULL::numeric
        END AS rtsvscrt,
        CASE
            WHEN mw.picked_date IS NOT NULL THEN EXTRACT(epoch FROM mw.effective_pickup_date - mw.f_ready_to_ship_at_date)
            ELSE NULL::numeric
        END AS rtsvspck,
        CASE
            WHEN mw.order_status::text = 'Completed'::text AND mw.delivered_date IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL THEN round(EXTRACT(epoch FROM mw.delivered_date - mw.f_ready_to_ship_at_date) / 60::numeric, 0)
            ELSE NULL::numeric
        END AS delage,
        CASE
            WHEN mw.order_status::text = 'Cancelled'::text THEN EXTRACT(epoch FROM mw.cancelled_date - mw.order_created_at)
            ELSE NULL::numeric
        END AS cancel_secs,
        CASE
            WHEN mw.order_status::text <> ALL (ARRAY['Completed'::character varying, 'Cancelled'::character varying]::text[]) THEN round(EXTRACT(epoch FROM now() - mw.order_created_at::timestamp with time zone) / 60::numeric, 0)
            ELSE NULL::numeric
        END AS in_process_ageing,
        CASE
            WHEN mw.f_at_pickup_from_date IS NOT NULL AND mw.picked_date IS NOT NULL THEN round(EXTRACT(epoch FROM mw.picked_date - mw.f_at_pickup_from_date) / 60::numeric, 0)
            ELSE NULL::numeric
        END AS rider_waiting,
        CASE
            WHEN mw.f_agent_assigned_at_date IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL THEN round(EXTRACT(epoch FROM mw.f_agent_assigned_at_date - mw.f_ready_to_ship_at_date) / 60::numeric, 0)
            ELSE NULL::numeric
        END AS rider_assigning,
        CASE
            WHEN mw.pickup_tat IS NOT NULL AND mw.effective_pickup_date IS NOT NULL THEN
            CASE
                WHEN mw.effective_pickup_date <= mw.pickup_tat THEN 0
                ELSE 1
            END
            ELSE NULL::integer
        END AS pick_up_breached,
        CASE
            WHEN mw.pickup_tat IS NOT NULL AND mw.effective_pickup_date IS NOT NULL THEN EXTRACT(epoch FROM mw.effective_pickup_date - mw.pickup_tat)
            ELSE NULL::numeric
        END AS pick_up_tat_diff,
        CASE
            WHEN mw.rts_tat IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL THEN
            CASE
                WHEN mw.f_ready_to_ship_at_date <= mw.rts_tat THEN 0
                ELSE 1
            END
            ELSE NULL::integer
        END AS rts_breached,
        CASE
            WHEN mw.rts_tat IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL THEN EXTRACT(epoch FROM mw.f_ready_to_ship_at_date - mw.rts_tat)
            ELSE NULL::numeric
        END AS rts_tat_diff
   FROM masked mw
     LEFT JOIN analytics_insight.order_level o ON o.""Network order id""::text = mw.retail_order_id::text;"
bap_id,Unique identifier for the Buyer App (BAP).,"no_recommendation.logistics_gold_test.""bap_id""",no_recommendation.logistics_gold_test,
bpp_id,Unique identifier for the Seller App (BPP).,"no_recommendation.logistics_gold_test.""bpp_id""",no_recommendation.logistics_gold_test,
order_id,Unique identifier for order.,"no_recommendation.logistics_gold_test.""order_id""",no_recommendation.logistics_gold_test,
transaction_id,Unique ONDC transaction identifier.,"no_recommendation.logistics_gold_test.""transaction_id""",no_recommendation.logistics_gold_test,
retail_order_id,Unique identifier for retail order.,"no_recommendation.logistics_gold_test.""retail_order_id""",no_recommendation.logistics_gold_test,
f_ready_to_ship_at_date,Timestamp or date indicating when f ready to ship at date occurred.,"no_recommendation.logistics_gold_test.""f_ready_to_ship_at_date""",no_recommendation.logistics_gold_test,
fulfillment_status,Turn-Around-Time (TAT) measurement.,"no_recommendation.logistics_gold_test.""fulfillment_status""",no_recommendation.logistics_gold_test,
fulfillment_type,Data representing the fulfillment type.,"no_recommendation.logistics_gold_test.""fulfillment_type""",no_recommendation.logistics_gold_test,
cod_order,Data representing the cod order.,"no_recommendation.logistics_gold_test.""cod_order""",no_recommendation.logistics_gold_test,
date,Timestamp or date indicating when date occurred.,"no_recommendation.logistics_gold_test.""date""",no_recommendation.logistics_gold_test,
order_created_at,Timestamp when the record was created.,"no_recommendation.logistics_gold_test.""order_created_at""",no_recommendation.logistics_gold_test,
cancellation_code,Timestamp or date indicating when cancellation code occurred.,"no_recommendation.logistics_gold_test.""cancellation_code""",no_recommendation.logistics_gold_test,
latest_order_status,Turn-Around-Time (TAT) measurement.,"no_recommendation.logistics_gold_test.""latest_order_status""",no_recommendation.logistics_gold_test,
pick_up_pincode,Indian postal code (pincode).,"no_recommendation.logistics_gold_test.""pick_up_pincode""",no_recommendation.logistics_gold_test,
delivery_pincode,Indian postal code (pincode).,"no_recommendation.logistics_gold_test.""delivery_pincode""",no_recommendation.logistics_gold_test,
retail_category,Timestamp or date indicating when retail category occurred.,"no_recommendation.logistics_gold_test.""retail_category""",no_recommendation.logistics_gold_test,
shipment_type,Data representing the shipment type.,"no_recommendation.logistics_gold_test.""shipment_type""",no_recommendation.logistics_gold_test,
motorable_distance,Data representing the motorable distance.,"no_recommendation.logistics_gold_test.""motorable_distance""",no_recommendation.logistics_gold_test,
provider_name,Unique identifier for provider name.,"no_recommendation.logistics_gold_test.""provider_name""",no_recommendation.logistics_gold_test,
pickup_tat,Turn-Around-Time (TAT) measurement.,"no_recommendation.logistics_gold_test.""pickup_tat""",no_recommendation.logistics_gold_test,
rts_tat,Turn-Around-Time (TAT) measurement.,"no_recommendation.logistics_gold_test.""rts_tat""",no_recommendation.logistics_gold_test,
f_at_pickup_from_date,Timestamp or date indicating when f at pickup from date occurred.,"no_recommendation.logistics_gold_test.""f_at_pickup_from_date""",no_recommendation.logistics_gold_test,
f_agent_assigned_at_date,Timestamp or date indicating when f agent assigned at date occurred.,"no_recommendation.logistics_gold_test.""f_agent_assigned_at_date""",no_recommendation.logistics_gold_test,
delivered_date,Timestamp or date indicating when delivered date occurred.,"no_recommendation.logistics_gold_test.""delivered_date""",no_recommendation.logistics_gold_test,
cancelled_date,Timestamp or date indicating when cancelled date occurred.,"no_recommendation.logistics_gold_test.""cancelled_date""",no_recommendation.logistics_gold_test,
picked_date,Timestamp or date indicating when picked date occurred.,"no_recommendation.logistics_gold_test.""picked_date""",no_recommendation.logistics_gold_test,
promised_time_to_deliver,Timestamp or date indicating when promised time to deliver occurred.,"no_recommendation.logistics_gold_test.""promised_time_to_deliver""",no_recommendation.logistics_gold_test,
awbnumber,Data representing the awbnumber.,"no_recommendation.logistics_gold_test.""awbnumber""",no_recommendation.logistics_gold_test,
buyer_np,Data representing the buyer np.,"no_recommendation.logistics_gold_test.""buyer_np""",no_recommendation.logistics_gold_test,
retail_snp,Data representing the retail snp.,"no_recommendation.logistics_gold_test.""retail_snp""",no_recommendation.logistics_gold_test,
Linked Orders,Data representing the linked orders.,"no_recommendation.logistics_gold_test.""Linked Orders""",no_recommendation.logistics_gold_test,
dedup,Data representing the dedup.,"no_recommendation.logistics_gold_test.""dedup""",no_recommendation.logistics_gold_test,
order_count,Data representing the order count.,"no_recommendation.logistics_gold_test.""order_count""",no_recommendation.logistics_gold_test,
avg_del,Data representing the avg del.,"no_recommendation.logistics_gold_test.""avg_del""",no_recommendation.logistics_gold_test,
del_tat_duration,Turn-Around-Time (TAT) measurement.,"no_recommendation.logistics_gold_test.""del_tat_duration""",no_recommendation.logistics_gold_test,
del_adherence,Data representing the del adherence.,"no_recommendation.logistics_gold_test.""del_adherence""",no_recommendation.logistics_gold_test,
del_breach_diff,Data representing the del breach diff.,"no_recommendation.logistics_gold_test.""del_breach_diff""",no_recommendation.logistics_gold_test,
rtsvscrt,Data representing the rtsvscrt.,"no_recommendation.logistics_gold_test.""rtsvscrt""",no_recommendation.logistics_gold_test,
rtsvspck,Data representing the rtsvspck.,"no_recommendation.logistics_gold_test.""rtsvspck""",no_recommendation.logistics_gold_test,
delage,Data representing the delage.,"no_recommendation.logistics_gold_test.""delage""",no_recommendation.logistics_gold_test,
cancel_secs,Data representing the cancel secs.,"no_recommendation.logistics_gold_test.""cancel_secs""",no_recommendation.logistics_gold_test,
in_process_ageing,Data representing the in process ageing.,"no_recommendation.logistics_gold_test.""in_process_ageing""",no_recommendation.logistics_gold_test,
rider_waiting,Unique identifier for rider waiting.,"no_recommendation.logistics_gold_test.""rider_waiting""",no_recommendation.logistics_gold_test,
rider_assigning,Unique identifier for rider assigning.,"no_recommendation.logistics_gold_test.""rider_assigning""",no_recommendation.logistics_gold_test,
pick_up_breached,Data representing the pick up breached.,"no_recommendation.logistics_gold_test.""pick_up_breached""",no_recommendation.logistics_gold_test,
pick_up_tat_diff,Turn-Around-Time (TAT) measurement.,"no_recommendation.logistics_gold_test.""pick_up_tat_diff""",no_recommendation.logistics_gold_test,
rts_breached,Data representing the rts breached.,"no_recommendation.logistics_gold_test.""rts_breached""",no_recommendation.logistics_gold_test,
rts_tat_diff,Turn-Around-Time (TAT) measurement.,"no_recommendation.logistics_gold_test.""rts_tat_diff""",no_recommendation.logistics_gold_test,
"▼ logistics_order_bv   (base table, 206 cols)",,,no_recommendation.logistics_order_bv,
bap_id,Unique identifier for the Buyer App (BAP).,"no_recommendation.logistics_order_bv.""bap_id""",no_recommendation.logistics_order_bv,
bpp_id,Unique identifier for the Seller App (BPP).,"no_recommendation.logistics_order_bv.""bpp_id""",no_recommendation.logistics_order_bv,
order_id,Unique identifier for order.,"no_recommendation.logistics_order_bv.""order_id""",no_recommendation.logistics_order_bv,
transaction_id,Unique ONDC transaction identifier.,"no_recommendation.logistics_order_bv.""transaction_id""",no_recommendation.logistics_order_bv,
fulfillment_status,Turn-Around-Time (TAT) measurement.,"no_recommendation.logistics_order_bv.""fulfillment_status""",no_recommendation.logistics_order_bv,
fulfillment_type,Data representing the fulfillment type.,"no_recommendation.logistics_order_bv.""fulfillment_type""",no_recommendation.logistics_order_bv,
cod_order,Data representing the cod order.,"no_recommendation.logistics_order_bv.""cod_order""",no_recommendation.logistics_order_bv,
date,Timestamp or date indicating when date occurred.,"no_recommendation.logistics_order_bv.""date""",no_recommendation.logistics_order_bv,
order_created_at,Timestamp when the record was created.,"no_recommendation.logistics_order_bv.""order_created_at""",no_recommendation.logistics_order_bv,
cancellation_code,Timestamp or date indicating when cancellation code occurred.,"no_recommendation.logistics_order_bv.""cancellation_code""",no_recommendation.logistics_order_bv,
latest_order_status,Turn-Around-Time (TAT) measurement.,"no_recommendation.logistics_order_bv.""latest_order_status""",no_recommendation.logistics_order_bv,
retail_order_id,Unique identifier for retail order.,"no_recommendation.logistics_order_bv.""retail_order_id""",no_recommendation.logistics_order_bv,
pick_up_pincode,Indian postal code (pincode).,"no_recommendation.logistics_order_bv.""pick_up_pincode""",no_recommendation.logistics_order_bv,
delivery_pincode,Indian postal code (pincode).,"no_recommendation.logistics_order_bv.""delivery_pincode""",no_recommendation.logistics_order_bv,
retail_category,Timestamp or date indicating when retail category occurred.,"no_recommendation.logistics_order_bv.""retail_category""",no_recommendation.logistics_order_bv,
shipment_type,Data representing the shipment type.,"no_recommendation.logistics_order_bv.""shipment_type""",no_recommendation.logistics_order_bv,
